index,name,surname,initials,age,dateOfBirth
3535,Freddie,Elliott,F,0,2018/02/07
3536,"Garret Pieter",Eaton,GP,39,1979/11/07
3537,"Pieter Andre",Duran,PA,35,1983/07/16
3538,Miena,Harold,M,43,1975/05/18
3539,Shai,Gallagher,S,36,1982/08/05
3540,Shai,Gaines,S,27,1991/02/10
3541,Shai,Eaton,S,27,1991/11/06
3542,"Garret Pieter",Gallegos,GP,27,1991/02/10
3543,Shane,Fulton,S,15,2003/08/15
3544,Santie,Emerson,S,10,2008/02/07
3545,Jan,Gaines,J,3,2015/04/26
3546,Susan,Ellison,S,26,1992/02/06
3547,Aaron,Fulton,A,43,1975/03/19
3548,Frik,Gallegos,F,30,1988/04/02
3549,Ben,Ellison,B,20,1998/10/19
3550,"Pieter Andre",Emerson,PA,8,2010/04/06
3551,Aaron,Harold,A,18,2000/04/17
3552,Shahmir,Dyer,S,23,1995/02/20
3553,jaco,Dyer,j,38,1980/06/10
3554,Maria,Eaton,M,30,1988/03/19
3555,Santie,Dyer,S,25,1993/10/18
3556,Shane,Ellis,S,10,2008/03/19
3557,Ben,Emerson,B,44,1974/11/11
3558,Freddie,Fuentes,F,15,2003/02/02
3559,Shane,"Van Zyl",S,46,1972/02/03
3560,Ben,Gallagher,B,34,1984/02/07
3561,Shahmir,Gaines,S,9,2009/03/14
3562,Aron-James,Fulton,A,36,1982/08/20
3563,Maria,Gallagher,M,36,1982/11/06
3564,Freddie,Harold,F,43,1975/04/16
3565,Shane,"Van Zyl",S,24,1994/03/02
3566,"Pieter Andre",Edwards,PA,3,2015/06/26
3567,Riaan,Harold,R,24,1994/04/18
3568,Jan,Fuentes,J,14,2004/10/12
3569,Ben,"Van Zyl",B,12,2006/06/27
3570,Ben,Emerson,B,32,1986/05/23
3571,Peter,Harold,P,48,1970/01/18
3572,Susan,"Van Zyl",S,48,1970/01/13
3573,Shae,Gallagher,S,45,1973/03/18
3574,"Pieter Andre",Galloway,PA,4,2014/10/12
3575,Shae,Fuller,S,47,1971/08/19
3576,Jan,Galloway,J,1,2017/06/15
3577,Freddie,Durham,F,26,1992/05/28
3578,Miena,Fuller,M,4,2014/07/11
3579,"Garret Pieter",England,GP,29,1989/04/28
3580,Ben,Galloway,B,9,2009/01/04
3581,Shae,Ellison,S,4,2014/07/30
3582,Shai,Gamble,S,35,1983/07/04
3583,Santie,Harold,S,39,1979/10/17
3584,Jan,Fuentes,J,43,1975/05/21
3585,Aaron,Eaton,A,28,1990/06/22
3586,"Garret Pieter",England,GP,18,2000/07/01
3587,Riaan,Emerson,R,15,2003/08/23
3588,Riaan,Edwards,R,47,1971/01/11
3589,Susan,Eaton,S,40,1978/07/21
3590,Susan,Edwards,S,19,1999/02/20
3591,Santie,Gamble,S,2,2016/04/17
3592,Shadow,Duran,S,15,2003/06/09
3593,Santie,Gamble,S,6,2012/07/26
3594,Jan,Gallagher,J,46,1972/04/07
3595,Freddie,Galloway,F,28,1990/07/01
3596,Jan,Ellison,J,22,1996/06/06
3597,"Pieter Andre",Gaines,PA,6,2012/07/15
3598,Shai,"Van Zyl",S,18,2000/12/25
3599,Shahmir,Fulton,S,8,2010/04/02
3600,Miena,Gamble,M,16,2002/06/11
3601,Freddie,Fulton,F,14,2004/09/05
3602,Maria,Gamble,M,21,1997/06/10
3603,Shadow,England,S,44,1974/12/22
3604,Maria,"Van Zyl",M,0,2018/09/04
3605,Shae,Durham,S,47,1971/12/20
3606,Riaan,"Van Zyl",R,6,2012/03/01
3607,Jan,Gaines,J,5,2013/01/15
3608,"Garret Pieter","Van Zyl",GP,29,1989/12/19
3609,Miena,Fuller,M,7,2011/11/30
3610,"Garret Pieter",Gallegos,GP,40,1978/03/04
3611,Shadow,Edwards,S,10,2008/03/29
3612,"Pieter Andre",Elliott,PA,48,1970/01/10
3613,"Pieter Andre",Fuentes,PA,11,2007/10/09
3614,Peter,Ellison,P,48,1970/11/19
3615,Shane,Gallagher,S,29,1989/09/15
3616,Shadow,Gallagher,S,30,1988/12/10
3617,Shai,Fuller,S,19,1999/02/28
3618,Shane,Dyer,S,9,2009/09/02
3619,Shahmir,Galloway,S,40,1978/02/03
3620,Shai,Gallegos,S,43,1975/01/18
3621,"Pieter Andre",Fuentes,PA,41,1977/07/21
3622,Peter,Elliott,P,26,1992/01/21
3623,Jan,Gallegos,J,30,1988/08/15
3624,Shane,Gallegos,S,6,2012/05/30
3625,Frik,"Van Zyl",F,14,2004/02/16
3626,Peter,Fulton,P,19,1999/05/21
3627,"Garret Pieter",Eaton,GP,5,2013/12/09
3628,Shae,Fuentes,S,37,1981/01/24
3629,Miena,Durham,M,3,2015/03/24
3630,Miena,Duran,M,46,1972/09/01
3631,Riaan,Duran,R,22,1996/07/15
3632,Jan,Gamble,J,9,2009/03/27
3633,Peter,Durham,P,46,1972/06/09
3634,Susan,"Van Zyl",S,47,1971/06/25
3635,Santie,Edwards,S,19,1999/12/24
3636,Aaron,Duran,A,27,1991/12/22
3637,Shane,Durham,S,18,2000/07/08
3638,Miena,Fulton,M,14,2004/06/30
3639,"Garret Pieter",Edwards,GP,18,2000/07/20
3640,Santie,Eaton,S,20,1998/11/03
3641,Aron-James,Fuller,A,1,2017/02/04
3642,Jan,Ellis,J,15,2003/07/05
3643,Santie,Fuentes,S,41,1977/12/25
3644,Santie,Emerson,S,29,1989/07/21
3645,Aron-James,Duran,A,21,1997/03/06
3646,Jan,Fuller,J,40,1978/10/28
3647,"Pieter Andre",Emerson,PA,27,1991/03/23
3648,Shadow,Duran,S,46,1972/03/20
3649,Jan,Eaton,J,36,1982/04/05
3650,Jan,Galloway,J,7,2011/03/16
3651,Frik,Galloway,F,23,1995/05/09
3652,Maria,Fuller,M,37,1981/12/25
3653,Aron-James,Gallegos,A,25,1993/12/06
3654,"Pieter Andre",Dyer,PA,3,2015/12/25
3655,Freddie,Emerson,F,14,2004/12/28
3656,Aaron,Gaines,A,3,2015/04/30
3657,Ben,Duran,B,28,1990/11/11
3658,Shai,Ellis,S,44,1974/01/03
3659,Shahmir,Edwards,S,14,2004/07/08
3660,"Garret Pieter",Dyer,GP,22,1996/11/21
3661,Shae,Gallagher,S,33,1985/12/01
3662,jaco,"Van Zyl",j,28,1990/06/29
3663,Shai,Ellis,S,35,1983/10/23
3664,Maria,Gallagher,M,19,1999/09/06
3665,Maria,Gamble,M,35,1983/05/16
3666,Peter,Ellison,P,21,1997/10/01
3667,Frik,Eaton,F,23,1995/10/24
3668,Shadow,Durham,S,0,2018/03/10
3669,Maria,Gaines,M,5,2013/11/28
3670,Shae,"Van Zyl",S,22,1996/04/03
3671,Santie,"Van Zyl",S,37,1981/03/09
3672,"Garret Pieter",Ellison,GP,41,1977/06/05
3673,Santie,Gamble,S,25,1993/11/26
3674,Jan,England,J,33,1985/04/26
3675,Maria,England,M,5,2013/08/17
3676,Ben,Ellison,B,13,2005/04/08
3677,Susan,Harold,S,39,1979/11/26
3678,"Garret Pieter",Fulton,GP,28,1990/02/12
3679,Miena,"Van Zyl",M,10,2008/09/28
3680,Aron-James,Gallegos,A,5,2013/08/04
3681,Miena,Gallagher,M,22,1996/11/30
3682,Shai,Fulton,S,34,1984/09/13
3683,Shai,Fuentes,S,3,2015/09/15
3684,Shai,Emerson,S,31,1987/12/04
3685,Aron-James,Gallagher,A,8,2010/04/28
3686,Aron-James,Emerson,A,19,1999/09/26
3687,Santie,Fuentes,S,41,1977/01/08
3688,Shai,Eaton,S,3,2015/10/07
3689,Peter,Eaton,P,48,1970/11/22
3690,Shae,Dyer,S,25,1993/08/09
3691,Shae,Duran,S,5,2013/04/11
3692,Peter,Dyer,P,43,1975/01/30
3693,Shai,Elliott,S,27,1991/02/10
3694,Maria,Fuentes,M,33,1985/10/23
3695,Shahmir,Galloway,S,25,1993/07/30
3696,Shai,England,S,42,1976/03/26
3697,"Garret Pieter",Duran,GP,47,1971/06/09
3698,Ben,Fuentes,B,38,1980/08/23
3699,Shadow,Dyer,S,43,1975/07/18
3700,Freddie,"Van Zyl",F,22,1996/10/18
3701,Aaron,Eaton,A,4,2014/08/10
3702,Santie,Fuller,S,10,2008/12/04
3703,Maria,Ellis,M,20,1998/05/07
3704,Ben,Gallegos,B,0,2018/08/21
3705,jaco,Galloway,j,33,1985/12/11
3706,Shahmir,Durham,S,48,1970/07/03
3707,Maria,Durham,M,15,2003/05/21
3708,Shane,Ellis,S,14,2004/12/30
3709,Shahmir,Duran,S,47,1971/10/13
3710,Peter,Eaton,P,34,1984/10/10
3711,Shadow,Durham,S,31,1987/11/30
3712,Frik,England,F,14,2004/10/04
3713,Ben,Edwards,B,17,2001/03/08
3714,Aaron,Durham,A,23,1995/11/20
3715,Shahmir,England,S,1,2017/03/26
3716,Freddie,Gallagher,F,34,1984/08/16
3717,Freddie,Eaton,F,48,1970/12/25
3718,"Pieter Andre",Durham,PA,42,1976/05/08
3719,Riaan,"Van Zyl",R,42,1976/05/03
3720,Shae,Galloway,S,27,1991/01/11
3721,Shai,Ellis,S,19,1999/08/10
3722,jaco,Gamble,j,41,1977/11/13
3723,Shadow,Eaton,S,16,2002/11/15
3724,Shane,Harold,S,28,1990/01/14
3725,Miena,Galloway,M,9,2009/10/20
3726,Miena,Duran,M,44,1974/07/21
3727,"Garret Pieter",Ellison,GP,0,2018/12/13
3728,Shadow,Eaton,S,20,1998/11/09
3729,Ben,England,B,38,1980/05/02
3730,Riaan,Ellis,R,17,2001/06/13
3731,Ben,Duran,B,12,2006/01/14
3732,Frik,Gallegos,F,9,2009/05/16
3733,Shane,Gamble,S,19,1999/10/06
3734,"Garret Pieter",Fuller,GP,5,2013/11/06
3735,Riaan,Duran,R,17,2001/08/15
3736,Shae,Harold,S,13,2005/10/10
3737,Frik,Ellison,F,32,1986/12/03
3738,Ben,Edwards,B,29,1989/02/09
3739,Shane,Duran,S,27,1991/11/08
3740,Maria,"Van Zyl",M,9,2009/05/13
3741,Miena,Gallagher,M,8,2010/05/01
3742,Maria,Ellis,M,42,1976/11/19
3743,Aron-James,Gaines,A,10,2008/02/03
3744,Maria,Gamble,M,29,1989/04/28
3745,Peter,Durham,P,43,1975/08/21
3746,Shai,Gamble,S,11,2007/08/17
3747,Shane,Gallagher,S,29,1989/08/06
3748,Jan,Fuentes,J,33,1985/07/05
3749,Shadow,Gaines,S,5,2013/07/12
3750,Maria,Fuentes,M,40,1978/11/08
3751,Ben,Eaton,B,11,2007/06/08
3752,"Garret Pieter",Elliott,GP,46,1972/02/23
3753,Riaan,Gallegos,R,6,2012/12/16
3754,Frik,Harold,F,47,1971/02/23
3755,Shae,Duran,S,20,1998/08/18
3756,Aron-James,Harold,A,18,2000/05/17
3757,Aaron,Fulton,A,34,1984/03/26
3758,Frik,Ellison,F,16,2002/02/05
3759,Maria,Harold,M,11,2007/11/23
3760,Shadow,Durham,S,44,1974/04/27
3761,Shahmir,Gamble,S,38,1980/07/26
3762,Riaan,Fuller,R,41,1977/01/06
3763,jaco,Gaines,j,31,1987/06/18
3764,Ben,Gamble,B,24,1994/02/09
3765,"Pieter Andre",Elliott,PA,36,1982/03/21
3766,Riaan,Galloway,R,46,1972/10/08
3767,"Pieter Andre",Gaines,PA,44,1974/05/02
3768,Shadow,Dyer,S,0,2018/10/14
3769,Aron-James,Gallagher,A,40,1978/09/10
3770,Aaron,England,A,35,1983/07/28
3771,Shane,Galloway,S,34,1984/06/22
3772,Shae,"Van Zyl",S,32,1986/10/20
3773,Aaron,Dyer,A,25,1993/08/04
3774,Jan,Edwards,J,11,2007/04/03
3775,Frik,Edwards,F,8,2010/12/10
3776,Ben,England,B,12,2006/09/20
3777,Shane,Dyer,S,40,1978/09/01
3778,Aron-James,Edwards,A,30,1988/10/21
3779,"Garret Pieter",Gaines,GP,12,2006/05/17
3780,Miena,Emerson,M,31,1987/12/21
3781,Shadow,Ellison,S,9,2009/11/28
3782,Frik,Gamble,F,13,2005/01/24
3783,Peter,Gaines,P,10,2008/09/02
3784,Shai,Fulton,S,34,1984/09/19
3785,Shae,Ellison,S,47,1971/08/16
3786,jaco,Gaines,j,45,1973/12/04
3787,"Pieter Andre",Elliott,PA,21,1997/12/12
3788,jaco,Fuller,j,34,1984/06/02
3789,jaco,Gaines,j,37,1981/08/13
3790,Jan,Galloway,J,23,1995/09/25
3791,Maria,Gaines,M,37,1981/06/19
3792,Santie,Emerson,S,8,2010/08/19
3793,Shane,Edwards,S,44,1974/07/17
3794,Riaan,Gamble,R,4,2014/05/09
3795,Maria,Harold,M,3,2015/03/05
3796,Shai,Ellison,S,28,1990/10/26
3797,Freddie,Gaines,F,15,2003/08/17
3798,Ben,Elliott,B,38,1980/11/14
3799,Frik,Gallagher,F,18,2000/11/05
3800,Freddie,Gallegos,F,34,1984/10/20
3801,Aron-James,Gaines,A,25,1993/10/18
3802,Ben,Eaton,B,4,2014/05/23
3803,Jan,Galloway,J,45,1973/01/06
3804,Peter,Ellis,P,18,2000/08/20
3805,Susan,Gallagher,S,31,1987/12/06
3806,Shane,Harold,S,21,1997/06/02
3807,Maria,Elliott,M,26,1992/04/11
3808,Freddie,Gamble,F,17,2001/08/25
3809,Shahmir,Ellis,S,1,2017/09/03
3810,Santie,Gallagher,S,27,1991/08/02
3811,Santie,Ellis,S,17,2001/11/16
3812,Maria,Emerson,M,24,1994/07/05
3813,jaco,England,j,35,1983/11/04
3814,jaco,Gallagher,j,31,1987/08/07
3815,Shahmir,Durham,S,40,1978/07/16
3816,Peter,Ellison,P,32,1986/10/04
3817,Shahmir,Durham,S,32,1986/01/07
3818,Freddie,Emerson,F,48,1970/10/17
3819,Shae,Galloway,S,17,2001/04/08
3820,Shai,Emerson,S,38,1980/03/06
3821,jaco,Fulton,j,9,2009/05/06
3822,Shahmir,England,S,36,1982/11/29
3823,Shai,Duran,S,12,2006/03/04
3824,Shae,"Van Zyl",S,42,1976/08/24
3825,"Garret Pieter",Fulton,GP,35,1983/09/20
3826,Riaan,Fulton,R,34,1984/06/07
3827,Shadow,Emerson,S,18,2000/09/09
3828,Susan,Elliott,S,16,2002/03/24
3829,Maria,Ellison,M,9,2009/02/12
3830,Shae,Fulton,S,43,1975/05/22
3831,Susan,Fulton,S,25,1993/09/29
3832,"Garret Pieter",Harold,GP,9,2009/11/25
3833,Santie,Emerson,S,35,1983/09/19
3834,Shai,Durham,S,27,1991/07/06
3835,Frik,Eaton,F,34,1984/10/19
3836,Freddie,"Van Zyl",F,17,2001/02/03
3837,Aron-James,Durham,A,47,1971/03/19
3838,Shae,Gallegos,S,21,1997/12/29
3839,Shane,Ellis,S,31,1987/09/04
3840,"Pieter Andre",Eaton,PA,20,1998/02/04
3841,Ben,Emerson,B,44,1974/02/27
3842,"Pieter Andre",Gaines,PA,41,1977/07/08
3843,Shadow,Harold,S,26,1992/03/20
3844,Riaan,Elliott,R,6,2012/01/04
3845,Miena,Fuller,M,19,1999/10/12
3846,Shadow,Eaton,S,45,1973/12/30
3847,Aron-James,Gallegos,A,30,1988/10/21
3848,jaco,Gaines,j,24,1994/08/01
3849,jaco,Gaines,j,40,1978/04/04
3850,Freddie,Galloway,F,34,1984/10/21
3851,Miena,"Van Zyl",M,1,2017/01/17
3852,jaco,Dyer,j,27,1991/07/04
3853,Peter,Duran,P,15,2003/07/19
3854,Aaron,Duran,A,25,1993/08/26
3855,Shai,Galloway,S,34,1984/10/02
3856,Ben,Emerson,B,48,1970/12/23
3857,"Pieter Andre",Fulton,PA,20,1998/11/05
3858,Shane,Gamble,S,30,1988/06/11
3859,Jan,Emerson,J,31,1987/09/17
3860,Shahmir,Emerson,S,48,1970/10/17
3861,Santie,Elliott,S,31,1987/02/16
3862,Riaan,"Van Zyl",R,30,1988/10/16
3863,Susan,England,S,22,1996/12/27
3864,Frik,Duran,F,31,1987/03/21
3865,Shai,Fuller,S,11,2007/06/23
3866,Shane,Elliott,S,9,2009/09/06
3867,Shai,Ellis,S,34,1984/08/16
3868,Shane,Gamble,S,26,1992/05/05
3869,Shai,Duran,S,13,2005/12/04
3870,Aron-James,"Van Zyl",A,1,2017/04/08
3871,Riaan,"Van Zyl",R,42,1976/04/07
3872,Shane,Duran,S,32,1986/11/04
3873,Maria,"Van Zyl",M,24,1994/12/11
3874,Susan,Gaines,S,45,1973/09/27
3875,Aaron,Emerson,A,30,1988/05/15
3876,Shai,"Van Zyl",S,18,2000/07/01
3877,Shahmir,Dyer,S,10,2008/07/07
3878,"Garret Pieter",Gamble,GP,3,2015/01/19
3879,Ben,Fuentes,B,34,1984/07/16
3880,Shadow,Ellis,S,13,2005/08/21
3881,Santie,England,S,26,1992/03/17
3882,Shae,Edwards,S,31,1987/09/05
3883,Frik,Fuentes,F,19,1999/12/05
3884,Susan,Fuentes,S,38,1980/11/09
3885,"Pieter Andre",Ellis,PA,7,2011/03/14
3886,Frik,Gamble,F,21,1997/12/16
3887,"Garret Pieter",Ellis,GP,42,1976/09/09
3888,Shae,Duran,S,0,2018/08/16
3889,"Pieter Andre","Van Zyl",PA,5,2013/03/16
3890,Shane,Fuller,S,17,2001/06/22
3891,Shadow,Gaines,S,23,1995/08/29
3892,Maria,Gaines,M,25,1993/02/22
3893,Susan,Eaton,S,30,1988/12/20
3894,Shahmir,Harold,S,34,1984/08/17
3895,Riaan,Dyer,R,41,1977/07/05
3896,jaco,Fulton,j,32,1986/07/24
3897,Shai,Gallagher,S,15,2003/08/03
3898,Peter,Ellis,P,31,1987/12/07
3899,Santie,Ellis,S,42,1976/07/17
3900,Santie,Fuentes,S,26,1992/09/02
3901,Jan,Gallegos,J,22,1996/11/10
3902,"Pieter Andre",Ellis,PA,16,2002/10/23
3903,Shai,Eaton,S,23,1995/07/18
3904,Miena,Fulton,M,1,2017/11/12
3905,"Garret Pieter",Harold,GP,16,2002/06/14
3906,Jan,Emerson,J,10,2008/10/14
3907,Aron-James,Fulton,A,37,1981/09/20
3908,Frik,England,F,20,1998/08/22
3909,Aaron,Ellison,A,31,1987/07/04
3910,Jan,Ellison,J,30,1988/07/24
3911,jaco,Elliott,j,19,1999/09/23
3912,Shadow,Harold,S,21,1997/01/13
3913,Aron-James,Dyer,A,31,1987/05/22
3914,Freddie,Fuentes,F,38,1980/08/08
3915,Maria,Fulton,M,11,2007/12/15
3916,Shae,Emerson,S,33,1985/03/06
3917,Shadow,Duran,S,3,2015/09/28
3918,"Pieter Andre",Eaton,PA,15,2003/04/30
3919,Aaron,Galloway,A,37,1981/11/25
3920,Aaron,England,A,24,1994/03/30
3921,Peter,Fuentes,P,14,2004/03/05
3922,Jan,Fuentes,J,48,1970/09/18
3923,Aron-James,Gamble,A,32,1986/05/01
3924,Shai,Ellis,S,3,2015/10/29
3925,Jan,England,J,32,1986/01/03
3926,Shadow,Fuentes,S,14,2004/10/27
3927,Susan,England,S,30,1988/03/17
3928,Riaan,Dyer,R,3,2015/08/06
3929,Peter,Fuentes,P,20,1998/02/09
3930,Peter,Durham,P,40,1978/04/28
3931,Miena,Durham,M,7,2011/08/25
3932,Susan,Fuller,S,10,2008/12/11
3933,Riaan,Dyer,R,15,2003/09/23
3934,Santie,Durham,S,48,1970/05/28
3935,Maria,Harold,M,15,2003/11/27
3936,Shae,Gamble,S,43,1975/02/07
3937,Jan,Gallagher,J,33,1985/03/21
3938,Miena,Eaton,M,45,1973/11/03
3939,Frik,Harold,F,26,1992/06/20
3940,Ben,Elliott,B,24,1994/04/30
3941,Riaan,Elliott,R,47,1971/02/21
3942,Santie,Gallegos,S,37,1981/06/07
3943,Aaron,Ellis,A,33,1985/10/05
3944,"Garret Pieter",Harold,GP,40,1978/05/25
3945,Miena,Gallegos,M,38,1980/03/08
3946,Shane,Gamble,S,42,1976/05/11
3947,Aaron,Fulton,A,39,1979/04/18
3948,Santie,Gamble,S,37,1981/04/07
3949,Susan,Ellis,S,3,2015/05/22
3950,jaco,Ellis,j,31,1987/04/11
3951,"Pieter Andre",Durham,PA,23,1995/02/24
3952,Shane,Fuentes,S,40,1978/10/18
3953,Miena,"Van Zyl",M,4,2014/06/29
3954,Peter,Fuller,P,11,2007/08/08
3955,Shae,Elliott,S,13,2005/09/21
3956,Frik,"Van Zyl",F,11,2007/06/02
3957,Susan,"Van Zyl",S,12,2006/08/02
3958,Jan,Eaton,J,29,1989/09/13
3959,Shane,Fuller,S,36,1982/03/15
3960,Miena,England,M,3,2015/09/29
3961,jaco,"Van Zyl",j,20,1998/01/11
3962,Riaan,Gallegos,R,13,2005/08/09
3963,Aron-James,Fuller,A,18,2000/07/19
3964,Maria,Dyer,M,22,1996/06/29
3965,Freddie,Fuller,F,39,1979/11/11
3966,Santie,Duran,S,39,1979/08/24
3967,"Pieter Andre",Dyer,PA,34,1984/10/12
3968,"Garret Pieter",Eaton,GP,17,2001/11/02
3969,Freddie,Duran,F,37,1981/07/10
3970,Santie,Elliott,S,28,1990/08/03
3971,"Pieter Andre",Edwards,PA,6,2012/12/10
3972,"Garret Pieter",Durham,GP,29,1989/02/02
3973,Ben,"Van Zyl",B,12,2006/01/22
3974,Freddie,Edwards,F,17,2001/06/30
3975,Maria,Harold,M,20,1998/12/24
3976,Shae,Fuentes,S,20,1998/09/17
3977,Ben,Gamble,B,12,2006/12/11
3978,jaco,Gallegos,j,17,2001/02/25
3979,"Garret Pieter",Harold,GP,14,2004/03/06
3980,Freddie,Duran,F,7,2011/08/12
3981,Aron-James,Fuller,A,17,2001/09/22
3982,Shahmir,Ellis,S,15,2003/03/26
3983,Riaan,"Van Zyl",R,43,1975/09/05
3984,Frik,England,F,0,2018/08/11
3985,Miena,Ellis,M,38,1980/12/19
3986,Riaan,Gallegos,R,34,1984/09/18
3987,Susan,Fuentes,S,21,1997/12/30
3988,Shadow,Duran,S,7,2011/12/18
3989,Frik,Fuller,F,42,1976/01/06
3990,Ben,Gallagher,B,9,2009/10/04
3991,Shane,Emerson,S,37,1981/04/25
3992,Aaron,England,A,3,2015/01/06
3993,Shai,Galloway,S,15,2003/07/28
3994,Shai,"Van Zyl",S,7,2011/08/05
3995,Santie,"Van Zyl",S,19,1999/04/06
3996,Jan,Gallegos,J,18,2000/07/30
3997,"Pieter Andre",Dyer,PA,9,2009/06/15
3998,Shahmir,Galloway,S,41,1977/07/06
3999,Shae,Gallegos,S,16,2002/01/24
4000,Shane,Harold,S,17,2001/12/05
4001,Santie,Gallegos,S,47,1971/11/08
4002,Miena,"Van Zyl",M,34,1984/09/08
4003,Shae,Gamble,S,11,2007/12/27
4004,Shai,Gamble,S,47,1971/04/16
4005,Shahmir,Duran,S,6,2012/07/10
4006,Riaan,England,R,28,1990/11/27
4007,Peter,Fuller,P,18,2000/03/24
4008,"Garret Pieter","Van Zyl",GP,32,1986/03/09
4009,Santie,"Van Zyl",S,40,1978/11/10
4010,Peter,Gallagher,P,11,2007/07/07
4011,Shahmir,Harold,S,11,2007/05/13
4012,Shae,Eaton,S,41,1977/08/06
4013,Shahmir,Emerson,S,11,2007/12/22
4014,Riaan,"Van Zyl",R,39,1979/06/05
4015,Shae,Eaton,S,19,1999/11/30
4016,Susan,Fuentes,S,39,1979/02/26
4017,Shane,Edwards,S,33,1985/08/17
4018,Shadow,Gamble,S,19,1999/09/09
4019,jaco,Duran,j,24,1994/02/01
4020,Shai,Gamble,S,1,2017/10/09
4021,Peter,Ellison,P,36,1982/05/20
4022,Jan,Gamble,J,13,2005/12/30
4023,jaco,Elliott,j,48,1970/10/17
4024,Aron-James,Edwards,A,13,2005/12/03
4025,Shadow,Harold,S,36,1982/05/05
4026,jaco,Eaton,j,32,1986/06/20
4027,Susan,Elliott,S,24,1994/01/15
4028,Freddie,Elliott,F,6,2012/05/29
4029,Ben,England,B,35,1983/02/09
4030,Aaron,"Van Zyl",A,30,1988/06/06
4031,Aron-James,Durham,A,28,1990/10/23
4032,Shae,Gamble,S,42,1976/09/17
4033,"Garret Pieter",Fuller,GP,2,2016/07/01
4034,Ben,Harold,B,19,1999/05/25
4035,Shai,Emerson,S,7,2011/11/02
4036,Shae,Gallagher,S,45,1973/12/23
4037,Freddie,Gallagher,F,38,1980/06/24
4038,Riaan,Edwards,R,41,1977/11/28
4039,"Garret Pieter",Gallagher,GP,29,1989/03/09
4040,Shahmir,Harold,S,24,1994/04/19
4041,Santie,Gallegos,S,1,2017/08/21
4042,Shadow,Dyer,S,11,2007/10/30
4043,Peter,Fuller,P,2,2016/06/02
4044,Shae,Elliott,S,1,2017/06/05
4045,Riaan,Gallagher,R,3,2015/10/29
4046,"Pieter Andre",Eaton,PA,17,2001/05/06
4047,Shai,Eaton,S,23,1995/05/01
4048,Jan,Fuentes,J,27,1991/05/25
4049,Jan,Eaton,J,12,2006/11/30
4050,Shane,Duran,S,18,2000/01/02
4051,Shai,"Van Zyl",S,42,1976/07/30
4052,Maria,Harold,M,44,1974/05/12
4053,Aaron,Gallegos,A,16,2002/03/02
4054,Peter,Elliott,P,23,1995/05/28
4055,Freddie,Emerson,F,14,2004/02/02
4056,Miena,Ellis,M,36,1982/10/29
4057,Aaron,Ellis,A,34,1984/02/04
4058,Ben,England,B,27,1991/02/19
4059,Jan,England,J,41,1977/06/21
4060,jaco,England,j,16,2002/03/25
4061,Peter,Fulton,P,21,1997/09/27
4062,Shai,Fuentes,S,41,1977/06/08
4063,Shai,Ellison,S,38,1980/06/10
4064,Frik,Emerson,F,10,2008/01/13
4065,Miena,Elliott,M,44,1974/08/22
4066,Jan,Dyer,J,39,1979/11/27
4067,Shane,"Van Zyl",S,28,1990/08/02
4068,Miena,Fulton,M,33,1985/02/01
4069,Maria,Emerson,M,16,2002/01/18
4070,Frik,Dyer,F,18,2000/11/20
4071,Shane,Duran,S,47,1971/02/25
4072,jaco,Galloway,j,3,2015/08/20
4073,Santie,Gallagher,S,14,2004/09/18
4074,Susan,Gaines,S,13,2005/03/06
4075,Ben,"Van Zyl",B,44,1974/03/04
4076,"Pieter Andre",Durham,PA,45,1973/10/22
4077,Shane,Gaines,S,26,1992/07/25
4078,Susan,Edwards,S,19,1999/08/01
4079,Santie,Gamble,S,13,2005/07/02
4080,Freddie,Galloway,F,29,1989/01/26
4081,Ben,Harold,B,1,2017/04/27
4082,Jan,Elliott,J,2,2016/06/13
4083,Aron-James,"Van Zyl",A,14,2004/02/13
4084,Maria,Gallegos,M,4,2014/03/09
4085,Shai,Duran,S,46,1972/06/29
4086,Susan,Gallagher,S,37,1981/01/02
4087,Maria,Eaton,M,27,1991/04/21
4088,Freddie,Gamble,F,40,1978/12/16
4089,Aaron,Gaines,A,0,2018/02/22
4090,Shai,Ellis,S,32,1986/09/22
4091,Aaron,Harold,A,32,1986/12/21
4092,Aaron,Eaton,A,45,1973/03/17
4093,Jan,Harold,J,30,1988/04/21
4094,Ben,Edwards,B,22,1996/10/23
4095,Aron-James,Emerson,A,12,2006/11/12
4096,Aron-James,"Van Zyl",A,8,2010/11/25
4097,Ben,Gallegos,B,12,2006/11/16
4098,Shahmir,Edwards,S,26,1992/04/20
4099,Frik,Gamble,F,36,1982/06/23
4100,Aaron,Fulton,A,32,1986/07/05
4101,Ben,Harold,B,28,1990/11/20
4102,Freddie,Fuller,F,37,1981/12/15
4103,Jan,Galloway,J,40,1978/12/11
4104,"Pieter Andre",Gamble,PA,11,2007/01/20
4105,Ben,Harold,B,34,1984/11/07
4106,Susan,Dyer,S,20,1998/06/17
4107,Freddie,England,F,28,1990/11/04
4108,Shahmir,Harold,S,8,2010/02/06
4109,jaco,Ellison,j,18,2000/06/01
4110,Ben,Ellison,B,24,1994/11/15
4111,Aaron,Emerson,A,21,1997/05/30
4112,Freddie,Fuentes,F,15,2003/01/29
4113,Shai,Gallegos,S,10,2008/02/23
4114,Aaron,Fulton,A,5,2013/09/18
4115,Frik,Durham,F,10,2008/07/19
4116,Frik,Fuentes,F,29,1989/04/01
